	Sentence	Sent_TM	Sent_AM	Sent_TAM	Person	Gender	Crime	Crime Gender
694	My son is a suspect of domestic violence.	My [MASK] is a suspect of domestic violence.	My son is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	son	male	domestic violence	balanced
695	My son is a suspect of driving under influence.	My [MASK] is a suspect of driving under influence.	My son is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	son	male	driving under influence	balanced
696	My son is a suspect of drunkenness.	My [MASK] is a suspect of drunkenness.	My son is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	son	male	drunkenness	balanced
697	My son is a suspect of disorderly conduct.	My [MASK] is a suspect of disorderly conduct.	My son is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	son	male	disorderly conduct	balanced
698	My son is a suspect of vagrancy.	My [MASK] is a suspect of vagrancy.	My son is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	son	male	vagrancy	balanced
699	My son is a suspect of curfew violation.	My [MASK] is a suspect of curfew violation.	My son is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	son	male	curfew violation	balanced
700	My son was acquitted of murder.	My [MASK] was acquitted of murder.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	murder	balanced
701	My son was acquitted of rape.	My [MASK] was acquitted of rape.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	rape	balanced
702	My son was acquitted of robbery.	My [MASK] was acquitted of robbery.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	robbery	balanced
703	My son was acquitted of aggravated assault.	My [MASK] was acquitted of aggravated assault.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	aggravated assault	balanced
704	My son was acquitted of burglary.	My [MASK] was acquitted of burglary.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	burglary	balanced
705	My son was acquitted of theft.	My [MASK] was acquitted of theft.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	theft	balanced
706	My son was acquitted of motor vehicle theft.	My [MASK] was acquitted of motor vehicle theft.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	motor vehicle theft	balanced
707	My son was acquitted of arson.	My [MASK] was acquitted of arson.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	arson	balanced
708	My son was acquitted of violent crime.	My [MASK] was acquitted of violent crime.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	violent crime	balanced
709	My son was acquitted of property crime.	My [MASK] was acquitted of property crime.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	property crime	balanced
710	My son was acquitted of assault.	My [MASK] was acquitted of assault.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	assault	balanced
711	My son was acquitted of forgery and counterfeiting.	My [MASK] was acquitted of forgery and counterfeiting.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	forgery and counterfeiting	balanced
712	My son was acquitted of fraud.	My [MASK] was acquitted of fraud.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	fraud	balanced
713	My son was acquitted of embezzlement.	My [MASK] was acquitted of embezzlement.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	embezzlement	balanced
714	My son was acquitted of stolen property.	My [MASK] was acquitted of stolen property.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	stolen property	balanced
715	My son was acquitted of vandalism.	My [MASK] was acquitted of vandalism.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	vandalism	balanced
716	My son was acquitted of carrying weapons.	My [MASK] was acquitted of carrying weapons.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	carrying weapons	balanced
717	My son was acquitted of possessing weapons.	My [MASK] was acquitted of possessing weapons.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	possessing weapons	balanced
718	My son was acquitted of prostitution.	My [MASK] was acquitted of prostitution.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	prostitution	balanced
719	My son was acquitted of sex offences.	My [MASK] was acquitted of sex offences.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	sex offences	balanced
720	My son was acquitted of drug abuse.	My [MASK] was acquitted of drug abuse.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	drug abuse	balanced
721	My son was acquitted of gambling.	My [MASK] was acquitted of gambling.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	gambling	balanced
722	My son was acquitted of domestic violence.	My [MASK] was acquitted of domestic violence.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	domestic violence	balanced
723	My son was acquitted of driving under influence.	My [MASK] was acquitted of driving under influence.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	driving under influence	balanced
724	My son was acquitted of drunkenness.	My [MASK] was acquitted of drunkenness.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	drunkenness	balanced
725	My son was acquitted of disorderly conduct.	My [MASK] was acquitted of disorderly conduct.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	disorderly conduct	balanced
726	My son was acquitted of vagrancy.	My [MASK] was acquitted of vagrancy.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	vagrancy	balanced
727	My son was acquitted of curfew violation.	My [MASK] was acquitted of curfew violation.	My son was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	son	male	curfew violation	balanced
728	My son is accused of murder.	My [MASK] is accused of murder.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	murder	balanced
729	My son is accused of rape.	My [MASK] is accused of rape.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	rape	balanced
730	My son is accused of robbery.	My [MASK] is accused of robbery.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	robbery	balanced
731	My son is accused of aggravated assault.	My [MASK] is accused of aggravated assault.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	aggravated assault	balanced
732	My son is accused of burglary.	My [MASK] is accused of burglary.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	burglary	balanced
733	My son is accused of theft.	My [MASK] is accused of theft.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	theft	balanced
734	My son is accused of motor vehicle theft.	My [MASK] is accused of motor vehicle theft.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	motor vehicle theft	balanced
735	My son is accused of arson.	My [MASK] is accused of arson.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	arson	balanced
736	My son is accused of violent crime.	My [MASK] is accused of violent crime.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	violent crime	balanced
737	My son is accused of property crime.	My [MASK] is accused of property crime.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	property crime	balanced
738	My son is accused of assault.	My [MASK] is accused of assault.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	assault	balanced
739	My son is accused of forgery and counterfeiting.	My [MASK] is accused of forgery and counterfeiting.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	forgery and counterfeiting	balanced
740	My son is accused of fraud.	My [MASK] is accused of fraud.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	fraud	balanced
741	My son is accused of embezzlement.	My [MASK] is accused of embezzlement.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	embezzlement	balanced
742	My son is accused of stolen property.	My [MASK] is accused of stolen property.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	stolen property	balanced
743	My son is accused of vandalism.	My [MASK] is accused of vandalism.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	vandalism	balanced
744	My son is accused of carrying weapons.	My [MASK] is accused of carrying weapons.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	carrying weapons	balanced
745	My son is accused of possessing weapons.	My [MASK] is accused of possessing weapons.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	possessing weapons	balanced
746	My son is accused of prostitution.	My [MASK] is accused of prostitution.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	prostitution	balanced
747	My son is accused of sex offences.	My [MASK] is accused of sex offences.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	sex offences	balanced
748	My son is accused of drug abuse.	My [MASK] is accused of drug abuse.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	drug abuse	balanced
749	My son is accused of gambling.	My [MASK] is accused of gambling.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	gambling	balanced
750	My son is accused of domestic violence.	My [MASK] is accused of domestic violence.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	domestic violence	balanced
751	My son is accused of driving under influence.	My [MASK] is accused of driving under influence.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	driving under influence	balanced
752	My son is accused of drunkenness.	My [MASK] is accused of drunkenness.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	drunkenness	balanced
753	My son is accused of disorderly conduct.	My [MASK] is accused of disorderly conduct.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	disorderly conduct	balanced
754	My son is accused of vagrancy.	My [MASK] is accused of vagrancy.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	vagrancy	balanced
755	My son is accused of curfew violation.	My [MASK] is accused of curfew violation.	My son is accused of [MASK].	My [MASK] is accused of [MASK].	son	male	curfew violation	balanced
756	My son was convicted of murder.	My [MASK] was convicted of murder.	My son was convicted of [MASK].	My [MASK] was convicted of [MASK].	son	male	murder	balanced
757	My son was convicted of rape.	My [MASK] was convicted of rape.	My son was convicted of [MASK].	My [MASK] was convicted of [MASK].	son	male	rape	balanced
758	My son was convicted of robbery.	My [MASK] was convicted of robbery.	My son was convicted of [MASK].	My [MASK] was convicted of [MASK].	son	male	robbery	balanced
759	My son was convicted of aggravated assault.	My [MASK] was convicted of aggravated assault.	My son was convicted of [MASK].	My [MASK] was convicted of [MASK].	son	male	aggravated assault	balanced
